gene	LAB.A	LAB.B	med15.A	med15.B	WY7.A	WY7.B	WY15.A	WY15.B	WY23.A	WY23.B	
YOR123C	5035	4916	3595	3951	3584	3655	4950	4630	4376	4384	
YOR124C	5936	4383	5253	5850	3749	3471	5040	5673	4109	4448	
YOR125C	2044	1737	1487	1663	1439	1486	1549	1995	1350	1509	
YOR126C	1275	1111	977	1146	911	974	1143	1302	1049	1064	
YOR127W	2771	2216	2840	3354	1792	1613	2668	2798	2009	2225	
YOR128C	3298	2652	4422	3868	1885	1817	3304	3381	2398	2317	
YOR129C	1538	1551	2780	2329	1134	1186	1682	1404	1275	1209	
YOR130C	4419	3037	3556	3677	2823	3457	3926	4138	3947	3913	
YOR131C	1980	1399	1621	1771	1102	1322	1539	1860	1517	1563	
YOR132W	2566	2104	2525	2627	1793	1897	1914	2313	1809	1995	
YOR133W	1103	1215	1399	1742	917	771	1361	892	953	1045	
YOR134W	15985	28800	4521	1473	20783	14147	13293	10237	15332	13340	
YOR135C	2	4	6	2	3	3	7	3	3	2	
YOR136W	9175	12890	12275	12837	9114	11757	7282	7144	9129	10989	
YOR137C	4737	6057	5578	6245	4373	3615	4373	4229	4257	4198	
YOR138C	6383	6079	5959	6398	4953	4917	5919	5590	5420	5273	
YOR139C	12	23	30	16	10	13	9	13	10	1	
YOR140W	3213	3916	5076	4562	2588	2057	3306	2623	2665	2694	
YOR141C	3500	3539	4587	4601	2463	2129	3292	2944	2694	2561	
YOR142W	6465	6429	9039	8083	4675	4385	6097	6164	4983	5078	
YOR143C	2270	2264	2910	3125	1308	1510	2925	2192	2443	2502	
YOR144C	849	732	1634	1493	521	506	919	678	628	582	
YOR145C	4895	5289	4443	4963	3646	3976	6138	4466	4743	4897	
YOR146W	10	13	12	10	10	1	7	3	2	5	
YOR147W	4179	3997	3989	4710	3062	3071	3271	3938	3123	3404	
YOR148C	2347	2024	2102	2373	1551	1734	2156	2268	2012	2161	
YOR149C	1966	1895	2340	2505	1517	1504	1839	1800	1632	1705	
YOR150W	1771	1399	1422	1812	1128	1198	1626	1584	1366	1497	
YOR151C	7601	8069	8084	7931	5854	5175	8381	6292	6759	6353	
YOR152C	1664	1341	2257	2536	1196	1220	1334	1807	1109	1408	
YOR153W	6552	7685	7709	8877	4593	4169	7207	5181	6121	5778	
YOR154W	3538	3530	3254	3035	2578	2463	3599	3075	2915	2745	
YOR155C	3562	2515	2624	2809	1984	1912	2593	3561	2357	2616	
YOR156C	2148	1988	2382	2111	1407	1317	2107	1819	1608	1684	
YOR157C	3960	4134	5952	6749	2864	2890	4673	3807	3456	3834	
YOR158W	3478	3498	2755	2690	2671	2298	3294	3391	2512	2514	
YOR159C	1280	1133	1052	1291	863	881	1232	1130	1025	1060	
YOR160W	1426	1405	2407	2825	1165	1035	1176	1456	1034	1056	
YOR161C	22024	25358	4522	3961	22407	14440	16987	21844	12018	11311	
YOR161W-A	8	9	258	217	7	6	14	6	8	10	
YOR161W-B	7	17	496	370	6	7	20	11	21	16	
YOR161C-C	23	33	48	33	22	11	15	25	12	19	
YOR162C	1834	1914	3068	3014	1368	1212	1637	1575	1391	1336	
YOR163W	2656	2074	2300	2676	1734	1924	2366	2528	2043	2143	
YOR164C	1930	1920	2041	2302	1360	1444	2029	1714	1705	1723	
YOR165W	3173	3258	3525	3585	2436	2330	3302	2699	2824	2720	
YOR166C	1443	1625	1962	1949	1136	1031	1811	1271	1380	1303	
YOR167C	4375	5270	5280	5915	3670	4070	6184	4052	4566	4388	
YOR168W	3977	3892	4716	4378	2809	2667	4419	3179	3067	3024	
YOR169C	2	4	14	20	0	0	3	3	7	4	
YOR170W	0	0	2	0	0	1	0	1	0	1	
YOR171C	5104	4791	5528	5800	3715	3703	4609	4524	3993	3967	
YOR172W	2658	2778	2694	2292	2205	1794	2316	2169	2115	2090	
YOR173W	13853	7096	8754	10898	9052	9697	9764	16423	10193	11632	
YOR174W	1570	1666	1728	1668	1156	1272	1547	1406	1376	1340	
YOR175C	4110	4594	4510	6288	3163	3627	5088	3950	4488	4552	
YOR176W	2881	3206	4287	5845	2192	2287	2826	2694	2440	2734	
YOR177C	1010	1232	2924	1318	699	491	869	812	756	716	
YOR178C	7189	11637	3193	3892	9176	6448	6380	5731	5594	4967	
YOR179C	3806	3615	3076	3024	3048	3501	3479	2987	3721	3789	
YOR180C	694	642	1116	1084	483	438	643	678	522	477	
YOR181W	211	223	469	312	142	149	189	221	131	205	
YOR182C	5715	5100	6515	7403	4917	5500	7477	5382	5164	5479	
YOR183W	9	2	12	12	4	5	5	11	4	7	
YOR184W	11294	10431	11837	9956	8074	8642	10246	10221	9820	9541	
YOR185C	5446	3881	8573	8412	3860	3845	4206	5346	3726	4276	
YOR186W	1686	711	483	565	932	794	720	2119	841	942	
YOR186C-A	12	9	13	5	3	9	12	17	6	8	
YOR187W	6844	6654	7259	8126	4876	4532	6812	6656	5051	5305	
YOR188W	1403	1623	1887	1727	1153	939	1642	1054	1297	1144	
YOR189W	1986	1794	1275	1354	1426	1352	1990	1893	1777	1633	
YOR190W	146	132	493	444	107	87	132	132	114	123	
YOR191W	4031	3763	4056	4529	2848	2708	3761	3517	3327	3465	
YOR192C	3312	3118	4453	4755	2428	2478	4196	3432	3314	3348	
YOR192C-C	22	34	68	40	13	10	25	23	22	16	
YOR193W	2419	1855	2896	2950	1588	1617	1764	2349	1790	1868	
YOR194C	3822	3807	2993	3424	2640	2768	3766	4086	3312	3554	
YOR195W	992	907	1828	1985	545	512	1029	987	757	685	
YOR196C	8772	7995	6710	6182	6475	6363	7997	7583	7555	7329	
YOR197W	5638	6428	5179	4179	4793	4734	5330	4517	5144	4748	
YOR198C	2468	2596	4510	4319	1770	1608	2586	2041	1905	2016	
YOR199W	0	0	3	1	1	0	0	1	0	1	
YOR200W	0	3	12	6	1	3	3	3	2	3	
YOR201C	7116	6047	7717	7908	5018	5587	7284	6509	6424	6456	
YOR202W	11609	9720	8982	7660	9289	11421	12212	9882	12970	12680	
YOR203W	512	496	437	360	565	680	685	590	680	773	
YOR204W	9088	7029	14724	13727	5083	8457	13822	10098	11128	13584	
YOR205C	2652	2539	3341	3175	1894	1709	2756	2322	2030	2078	
YOR206W	3373	4352	4223	3621	2831	2634	4558	2938	3431	3260	
YOR207C	3930	4798	5254	4408	3294	2332	4148	3246	3312	2965	
YOR208W	4600	4220	5128	5635	3053	2920	3910	4313	3745	3793	
YOR209C	11176	16404	11388	12303	10747	11819	11039	8088	11933	13015	
YOR210W	2596	2734	2537	3024	2236	2534	3198	2467	2736	2705	
YOR211C	4487	4685	4097	3603	3618	2799	4148	3898	3626	3110	
YOR212W	2869	3498	3618	3989	2345	2013	3157	2218	2596	2508	
YOR213C	3728	3079	3794	3241	2804	2868	3216	3041	3088	2920	
YOR214C	194	222	963	997	120	126	167	161	147	181	
YOR215C	8427	6601	8923	9748	5303	5322	5781	7329	5498	6069	
YOR216C	1574	1260	1744	1766	948	1004	1429	1343	1129	1161	
YOR217W	2057	2308	3898	3575	1478	1265	2282	1813	1657	1560	
YOR218C	5	4	7	3	5	2	5	3	3	3	
YOR219C	3647	4037	3590	3947	3226	3184	2722	3172	2878	2952	
YOR220W	7179	8579	6145	5177	6844	7497	4167	5783	5758	6044	
YOR221C	4980	4210	3909	4265	3481	3577	4495	4884	3884	4121	
YOR222W	4858	3449	4266	4861	3238	3698	4114	4636	3823	3802	
YOR223W	1866	1537	1265	1589	1285	1317	1344	2030	1328	1325	
YOR224C	1690	1512	2398	2385	1314	1429	2070	1447	1543	1787	
YOR225W	25	15	7	7	17	7	14	12	15	17	
YOR226C	6402	5561	6077	7220	4273	5137	7250	7427	6728	7113	
YOR227W	5878	5101	9808	10518	4133	3869	5434	6078	4595	4900	
YOR228C	3570	3124	3566	3506	2900	2673	2774	3391	2648	2991	
YOR229W	2863	2817	2869	2543	2104	2168	3206	2270	2448	2642	
YOR230W	17427	20766	13261	11011	15456	14288	16904	15717	15106	16155	
YOR231W	2848	2569	4275	4842	2048	2261	2983	2963	2486	2596	
YOR231C-A	4	2	16	12	1	3	0	2	2	1	
YOR232W	4082	4145	3437	3631	2845	2971	4573	3883	3716	3860	
YOR233W	2015	2162	4329	4046	1623	1476	2836	2062	1924	1843	
YOR234C	3491	4871	4561	4836	3333	3617	6089	3283	3931	3625	
YOR235W	2	6	9	7	2	1	8	4	7	5	
YOR236W	1199	978	1128	1261	741	931	1444	1352	1138	1155	
YOR237W	388	841	2235	2277	366	347	841	329	650	558	
YOR238W	1213	1132	1488	1860	709	677	1307	1200	970	1055	
YOR239W	3394	3802	4102	3902	2490	2239	3697	2957	2935	2943	
YOR241W	3164	2565	3505	4082	1942	2349	3034	2985	2497	2555	
YOR242C	65	85	341	397	49	44	93	59	55	65	
YOR243C	2731	2778	3564	3522	2081	2050	3249	2388	2604	2558	
YOR244W	3791	3643	3389	3437	2769	2792	3430	3074	3208	3318	
YOR245C	6852	5612	7779	7438	4981	4833	5476	6248	5172	5341	
YOR246C	2934	2696	2533	2775	2067	2445	3282	2987	2734	2615	
YOR247W	670	546	785	988	398	475	555	690	720	817	
YOR248W	167	150	253	296	105	149	169	191	206	236	
YOR249C	1512	1329	1705	1951	1002	900	1287	1514	1135	1077	
YOR250C	1483	1257	1539	1654	1005	920	1386	1390	1017	1054	
YOR251C	3237	3005	3533	3646	2332	2269	3110	3152	2562	2530	
YOR252W	1537	1762	1602	1797	1199	1089	1786	1633	1512	1559	
YOR253W	1042	904	885	979	695	695	1164	965	849	855	
YOR254C	3465	3295	4486	3937	2546	2453	3787	2919	3100	2991	
YOR255W	91	110	1121	1128	58	48	67	36	63	55	
YOR256C	4367	4930	4910	4602	3525	3030	3918	3868	3927	3584	
YOR257W	2399	2480	1775	1800	1641	1827	1963	1903	2203	2159	
YOR258W	966	788	941	1092	634	606	875	908	716	729	
YOR259C	9542	8761	9357	10371	6344	6702	9435	8482	7484	8068	
YOR260W	3062	3128	3941	4182	2257	2169	3451	2677	2461	2685	
YOR261C	11093	9403	8266	8916	7294	8380	9968	9196	9291	9763	
YOR262W	4269	4028	3853	3921	3290	3739	4412	4384	4140	4013	
YOR263C	17	3	19	19	4	7	4	5	12	3	
YOR264W	1859	1635	2147	2225	1308	1312	1934	1690	1374	1480	
YOR265W	1038	915	864	1029	650	655	1225	953	977	907	
YOR266W	1271	1057	1568	1667	853	833	1187	1205	872	952	
YOR267C	13867	15574	9128	9978	13322	17612	15176	11640	17697	21902	
YOR268C	2	3	3	6	2	0	0	2	0	2	
YOR269W	1334	1064	2072	1913	859	912	1463	1137	1083	1182	
YOR270C	11223	11481	13109	14034	8285	8778	12203	10043	9718	10982	
YOR271C	4428	3738	7128	8505	2972	3678	5462	4768	4377	4875	
YOR272W	2994	3383	3274	2818	2575	2360	3642	2590	2873	2888	
YOR273C	13677	14651	7067	8611	12761	15004	11097	17661	14190	14407	
YOR274W	2328	2848	3241	3077	1860	1846	2430	2057	2252	2455	
YOR275C	4203	3401	4013	4212	2916	2809	3280	3793	3042	3080	
YOR276W	2534	2768	2320	2343	2010	2112	3030	2208	2427	2581	
YOR277C	26	27	21	15	22	14	20	22	15	19	
YOR278W	1072	915	1150	1213	645	706	1082	965	710	841	
YOR279C	1405	1243	1521	1975	834	778	1557	1468	1064	1020	
YOR280C	601	598	728	738	353	371	669	598	504	492	
YOR281C	3135	3268	2749	2751	2155	2155	3632	2649	2725	2759	
YOR282W	6	10	15	7	1	1	4	5	3	4	
YOR283W	8051	8568	6826	8057	6224	6949	8948	6791	8014	8358	
YOR284W	422	270	407	456	252	287	348	444	305	275	
YOR285W	11694	8894	12310	12360	8459	9688	8720	10494	8411	9242	
YOR286W	2304	2541	2521	2267	1652	1692	2394	2055	1809	1888	
YOR287C	937	1099	1145	1443	751	705	1421	1011	1007	977	
YOR288C	886	740	1544	1420	650	682	584	796	577	613	
YOR289W	5946	4480	5862	8134	3760	4386	4636	5425	4336	5133	
YOR290C	1871	1586	3159	3695	1164	1103	1823	1826	1388	1476	
YOR291W	2305	2297	3515	3969	1584	1641	2440	2434	1884	2023	
YOR292C	1942	1529	2445	2883	1403	1678	1634	2286	1519	1779	
YOR293W	4408	6262	6170	7508	4383	4411	7871	4347	5031	5018	
YOR293C-A	7	10	5	6	2	4	5	4	8	12	
YOR294W	3172	3804	3369	3270	2620	2722	4445	2972	3177	3153	
YOR295W	1108	1000	1011	1067	714	797	1198	1027	831	959	
YOR296W	1928	1632	2023	2116	1344	1345	1879	1785	1561	1521	
YOR297C	1374	1320	1336	1330	947	898	1515	1298	1151	1137	
YOR298W	555	556	1209	796	434	441	567	588	589	561	
YOR298C-A	13648	11722	7730	10456	9542	12049	9242	12092	11728	12976	
YOR299W	3572	3290	4637	3840	2553	2275	3412	3345	2681	2585	
YOR300W	51	57	51	65	49	27	66	76	42	45	
YOR301W	371	395	599	381	261	220	395	257	241	254	
YOR302W	10888	7843	4479	4899	7440	10386	10309	9486	12681	13460	
YOR303W	66268	53108	31606	32347	52462	66178	69281	57332	72454	82721	
YOR304W	2932	2757	4237	4958	2069	2014	3210	2990	2570	2589	
YOR304C-A	749	667	884	988	516	522	773	653	638	603	
YOR305W	1066	1145	1572	1506	768	765	1302	944	893	818	
YOR306C	22660	20774	14033	16832	17757	28430	53810	36256	46096	49301	
YOR307C	4269	4092	6230	5902	3056	2968	4112	3802	3393	3440	
YOR308C	2348	1939	2839	2918	1477	1331	2239	2100	1750	1804	
YOR309C	574	784	624	642	425	538	862	452	775	634	
YOR310C	3886	5635	5847	5453	3138	3546	7058	3208	4642	4523	
YOR311C	4190	3438	4682	5365	2658	3460	3978	3825	3523	3794	
YOR312C	6779	8998	9446	10107	6290	6611	11305	6334	6998	7326	
YOR313C	392	344	806	994	269	186	289	285	190	214	
YOR314W	2	0	0	1	2	2	7	2	5	1	
YOR314W-A	2	2	5	2	7	5	4	0	5	3	
YOR315W	267	397	781	630	186	186	293	237	271	261	
YOR316C	5676	5241	8705	7734	4370	3975	4896	5203	4371	4379	
YOR316C-A	38	57	42	18	53	28	29	34	26	22	
YOR317W	19849	17115	16304	15044	17045	14060	13394	20040	12592	12162	
YOR318C	227	123	147	188	131	96	156	267	103	96	
YOR319W	3073	2678	2293	2518	2203	2534	2855	2431	2514	2729	
YOR320C	2221	2337	2977	3147	1778	1903	2511	1985	2121	2078	
YOR321W	1712	1587	2350	2462	1189	1422	1987	1611	1722	1695	
YOR322C	5776	5743	6690	6009	4567	4117	6181	5061	5103	4926	
YOR323C	8935	7558	13027	12039	6670	7021	8341	7648	7743	8197	
YOR324C	2763	2846	2651	3049	1969	2151	2991	2435	2358	2569	
YOR325W	46	52	181	118	35	23	33	30	32	21	
YOR326W	3536	4146	5172	5475	2579	2341	3883	3201	3173	3051	
YOR327C	5279	6217	4829	5103	4698	4577	5617	4651	5145	5430	
YOR328W	1718	2178	6021	4307	1450	1239	1961	1371	1765	1545	
YOR329C	4536	4220	5693	5318	3498	3151	3942	4019	3627	3917	
YOR329W-A	2	4	26	6	1	0	2	2	5	0	
YOR330C	4022	4715	4182	3977	3104	2415	4254	3646	3284	2780	
YOR331C	20	37	6	6	30	21	21	13	11	11	
YOR332W	10893	11443	9828	11060	8456	8584	10277	9181	9019	9911	
YOR333C	18	27	124	90	5	13	5	6	6	9	
YOR334W	1048	1063	1362	1675	860	873	1405	1136	1028	1040	
YOR335C	16501	17943	15884	14214	13008	13006	18529	14345	15674	15592	
YOR335W-A	0	5	0	0	5	1	0	1	0	0	
YOR336W	3358	3360	4287	4319	2265	2203	3307	3052	2872	2845	
YOR337W	15978	14615	9964	9390	12150	16038	17393	12646	18677	21323	
YOR338W	10242	15859	10573	11939	9955	12808	13504	8304	13678	16089	
YOR339C	538	339	1367	990	267	290	430	486	339	298	
YOR340C	1080	1380	836	1065	924	952	1922	1111	1215	1144	
YOR341W	3552	6315	3755	3601	3634	3420	5260	2818	4032	3472	
YOR342C	1758	2538	2421	2140	1797	1353	2232	1516	1755	1801	
YOR343C	396	457	678	568	342	337	317	320	295	327	
YOR344C	12272	15242	8491	10198	10976	14058	16207	12004	14606	17287	
YOR345C	15	9	28	15	12	12	13	25	18	11	
YOR346W	2191	2339	3389	2732	1630	1414	2323	1673	1840	1708	
YOR347C	2138	1921	2588	2111	1668	1456	1454	2087	1443	1465	
YOR348C	6880	6776	2507	1188	6227	3665	5551	6232	3534	2418	
YOR349W	1632	1668	3593	3260	1117	1026	1801	1379	1177	1145	
YOR350C	2428	2441	3371	3069	1801	1636	2511	2289	1925	1926	
YOR351C	185	512	217	232	302	92	135	121	123	72	
YOR352W	2662	4309	1921	1375	2561	1719	2357	2096	2237	1986	
YOR353C	3266	2816	3047	2501	1931	1912	3019	2707	2287	2094	
YOR354C	3346	3283	3170	2586	2514	2411	3753	3098	2678	2687	
YOR355W	5173	4908	9322	8271	3610	3807	7590	4853	4763	4868	
YOR356W	4386	5186	3432	2605	4146	2399	4013	3775	3050	2637	
YOR357C	1249	1140	1309	1481	844	883	1118	1397	1014	957	
YOR358W	1980	1764	2093	2116	1423	1411	1851	1997	1589	1669	
YOR359W	2042	2069	3624	2953	1556	1636	3633	1919	2122	2339	
YOR360C	10861	9922	11189	11832	6645	8851	17390	11050	12534	13747	
YOR361C	4312	5363	5945	5179	3468	3502	6359	3469	4391	4412	
YOR362C	7438	7762	7716	7435	5695	5722	8500	6619	6426	6748	
YOR363C	3965	3176	5887	5811	2477	2047	3361	3334	2795	2858	
YOR364W	102	83	221	200	74	80	85	85	89	86	
YOR365C	35	48	105	118	33	27	34	28	31	44	
YOR366W	114	131	276	312	95	95	146	138	82	101	
YOR367W	1585	1408	1654	2379	1032	1098	1489	1657	1292	1269	
YOR368W	1053	945	1404	1416	683	671	1200	1055	712	804	
YOR369C	11624	15523	13915	15603	11265	12265	18013	10270	12841	12243	
YOR370C	9151	11231	9951	9438	8804	7656	11357	8181	9457	9019	
YOR371C	2953	2539	3022	2782	2051	2042	2578	2472	2308	2298	
YOR372C	1703	1875	3341	4540	1327	1473	2126	1602	1729	1702	
YOR373W	332	370	1108	997	234	236	401	319	319	317	
YOR374W	47825	76156	20137	12725	58644	29803	42246	31329	30639	24447	
YOR375C	69606	58537	40013	40320	44308	48649	72065	52370	52551	51774	
YOR376W	2	3	7	2	2	1	5	0	2	1	
YOR376W-A	653	562	656	674	417	360	476	464	433	441	
YOR377W	3383	3570	4504	5547	2513	2305	3339	3460	2758	2840	
YOR378W	26	55	435	649	47	36	25	29	27	31	
YOR379C	138	137	169	165	106	95	127	98	123	118	
YOR380W	1758	1578	2554	2504	1332	1166	1503	1742	1296	1331	
YOR381W	1599	2811	1752	1599	1829	1978	1295	1325	1612	1656	
YOR381W-A	24	44	133	118	27	32	35	33	20	27	
YOR382W	1204	2059	1095	837	1477	751	1042	840	843	693	
YOR383C	2816	3869	3412	2740	2819	2076	2366	2397	2221	1946	
YOR384W	39	121	221	252	68	27	30	12	22	9	
YOR385W	3450	4945	3398	1343	3209	2641	2459	1904	3319	2872	
YOR386W	2273	1503	2703	3129	1162	1176	1327	2272	1161	1364	
YOR387C	7	17	43	40	8	7	11	4	8	10	
YOR388C	16	20	27	46	18	8	16	20	15	11	
YOR389W	2003	2476	1620	1760	1728	1653	2445	1741	1968	1894	
YOR390W	94	134	107	73	115	102	138	96	114	105	
YOR391C	318	283	263	277	230	202	271	323	229	247	
YOR392W	94	91	186	149	76	51	109	85	78	76	
YOR393W	3	0	1	0	0	0	1	0	0	2	
YOR394W	0	0	0	0	1	0	0	0	0	0	
YOR394C-A	0	0	0	0	0	0	0	0	0	0	
YOR396W	4	3	1	4	1	0	1	1	3	1	
YOR396C-A	0	0	0	0	0	0	0	0	0	0	
YPL283C	3	0	1	0	0	1	0	1	1	0	
YPL283W-B	0	0	0	0	0	0	0	0	0	0	
YPL283W-A	0	0	0	0	0	0	0	0	0	0	
YPL282C	0	0	0	0	0	0	0	0	0	0	
YPL281C	1	0	0	1	1	0	2	1	0	1	
YPL280W	151	91	129	132	73	74	89	94	94	87	
YPL279C	278	272	295	320	237	239	364	306	233	261	
YPL278C	404	439	212	241	281	285	415	392	358	393	
YPL277C	1879	1926	1035	1019	1456	1434	1885	1680	1550	1712	
YPL274W	3940	5278	5927	5178	3616	4025	4719	2887	4547	4937	
YPL273W	5976	5312	10855	9418	4283	4505	5781	5488	5285	5471	
YPL272C	1394	4522	3615	5004	1190	1612	5046	1532	4314	3365	
YPL271W	6803	5913	9390	9134	5108	5302	6056	6688	5296	5615	
YPL270W	6344	5340	6496	5599	4548	4267	5547	5665	4850	5085	
YPL269W	1337	934	2210	2068	862	955	1199	1236	1050	1035	
YPL268W	2971	2718	3460	3658	1887	1942	2542	2601	2204	2272	
YPL267W	577	442	960	882	260	304	592	554	351	317	
YPL266W	2927	3473	3023	2522	2618	2380	3613	2715	2656	2829	
YPL265W	12551	14411	24774	18714	6455	4707	10964	5030	7122	5492	
YPL264C	2940	1910	3941	4012	2007	2151	3707	3618	3098	3023	
YPL263C	1595	1892	2489	2397	1176	1204	2062	1494	1587	1434	
YPL262W	5312	5800	10634	9696	4204	4200	5042	4580	4115	4380	
YPL261C	2	4	18	10	1	2	2	0	3	2	
YPL260W	7588	6006	5747	7143	4814	4790	6004	6872	5304	5498	
YPL259C	3382	3061	3495	3386	2318	2442	2926	2849	2635	2728	
YPL258C	2294	2067	2880	2942	1514	1556	2513	2234	2147	2110	
YPL257W	794	686	1189	1191	582	687	809	912	657	688	
YPL256C	354	328	1604	1823	200	168	327	235	225	263	
YPL255W	252	232	570	595	135	161	265	213	160	193	
YPL254W	1958	1790	2415	2444	1314	1407	2121	1927	1550	1540	
YPL253C	361	529	996	818	311	169	364	271	292	269	
YPL252C	5883	4955	4330	4691	4007	4785	7177	5464	6062	6556	
YPL251W	20	22	123	68	20	9	16	14	18	5	
YPL250C	17056	10920	5944	6072	10763	13796	16103	15304	15860	17674	
YPL249C-A	8849	11547	11597	13332	8548	9022	14461	8635	9498	9678	
YPL250W-A	14	18	2	11	27	15	24	9	11	10	
YPL249C	2304	1981	2420	2462	1586	1287	1899	2120	1556	1558	
YPL248C	1290	1487	1890	2000	1098	882	1229	1256	1005	1069	
YPL247C	5719	3445	6840	8064	3679	4078	3283	6600	3221	4341	
YPL246C	1221	1443	1409	1268	913	871	1104	1037	863	947	
YPL245W	849	1015	2005	1771	696	627	1019	1010	733	842	
YPL244C	2360	2487	2867	2867	1834	1764	2647	2108	2135	1983	
YPL243W	3582	3788	4543	4408	2558	2465	4535	3209	3068	2879	
YPL242C	2046	1846	3072	3356	1380	1321	2014	1973	1632	1452	
YPL241C	477	335	1083	1182	318	341	504	517	457	453	
YPL240C	18537	13808	21577	31252	14979	19098	17287	19462	16472	21448	
YPL239W	3035	3578	2813	3196	2703	2572	3786	3088	3213	3273	
YPL238C	49	38	49	32	42	28	39	41	31	29	
YPL237W	7476	8236	9208	10036	6002	6642	8437	6481	7258	7521	
YPL236C	2636	2215	2539	2642	1726	1817	2435	2374	1966	2101	
YPL235W	2887	2963	3205	3323	1969	1995	2803	2455	2215	2228	
YPL234C	5653	4971	5725	5805	3952	4598	5363	5008	4759	5021	
YPL233W	1225	1430	1431	1172	920	923	1358	990	1078	1067	
YPL232W	10061	10530	7952	8274	7570	7563	9054	8241	8475	8915	
YPL231W	18955	34345	15832	20376	20777	22189	28913	12670	29350	27691	
YPL230W	12138	16066	5360	5254	13952	9180	8604	10114	7018	6851	
YPL229W	5521	5955	5568	5366	4186	4326	6125	5314	5089	5419	
YPL228W	2724	2535	2430	2228	1903	1826	2403	2577	2024	2082	
YPL227C	326	521	719	634	300	283	788	343	438	438	
YPL226W	8394	11898	10303	9673	7636	8020	13190	7386	10006	10846	
YPL225W	10368	8833	8792	11744	7104	7723	9385	9896	8420	9553	
YPL224C	3023	3372	2677	2859	2458	2114	3038	3022	2385	2482	
YPL223C	8974	6702	6312	6738	7244	6193	7045	7283	4507	5594	
YPL222W	4179	3624	5271	5688	3151	2688	3031	3970	2666	2814	
YPL222C-A	9	9	0	0	2	5	3	6	3	4	
YPL221W	23852	28087	15210	12373	22589	24165	28503	20485	26300	27886	
YPL220W	863	927	1038	1010	689	657	1060	685	808	808	
YPL219W	1720	1688	1646	1600	1366	1293	1407	1729	1266	1351	
YPL218W	3619	3640	4573	5075	2723	3014	4021	3266	3468	3502	
YPL217C	3824	4726	3615	3796	3204	2626	4398	3388	3496	3218	
YPL216W	1151	1204	2182	2410	825	834	1205	1133	938	887	
YPL215W	3060	2796	3268	3320	2111	2404	2779	3027	2585	2667	
YPL214C	7110	6379	5846	6280	4025	4778	7064	5583	6292	6547	
YPL213W	2850	2300	2578	2768	1779	1898	2886	2548	2256	2336	
YPL212C	8825	7818	11283	12100	6050	7497	10482	7982	9092	9098	
YPL211W	1458	1658	1656	1688	1098	1141	2207	1279	1497	1358	
YPL210C	3197	3522	3559	3466	2213	2248	4002	2890	3010	2845	
YPL209C	174	171	531	516	96	75	208	169	84	95	
YPL208W	742	597	1106	1188	462	458	852	693	663	606	
YPL207W	8012	7831	7807	6671	6022	5755	8440	6882	7235	6564	
YPL206C	5297	4051	4660	5346	3972	3782	5386	5477	4350	4864	
YPL205C	13	12	18	12	12	3	10	9	5	6	
YPL204W	10416	10324	11794	13621	7793	9131	11489	9358	9451	11025	
YPL203W	4149	3863	4324	5244	3173	2886	3008	4148	2786	3102	
YPL202C	5368	4980	5037	5445	3508	3999	6102	4655	5073	5323	
YPL201C	221	381	623	254	296	193	262	220	200	206	
YPL200W	17	28	26	1	24	8	18	19	13	10	
YPL199C	2215	2006	2451	2542	1580	1717	2060	1747	1865	1834	
YPL198W	861	1138	2224	2035	701	768	1705	918	951	927	
YPL197C	7	13	17	14	4	6	6	5	5	4	
YPL196W	2757	1964	1732	2099	1706	1824	1954	2354	1860	2035	
YPL195W	3880	3258	3514	3701	2665	2549	3847	3528	3302	3151	
YPL194W	1228	966	1402	1398	730	755	1090	1060	836	883	
YPL193W	1617	1900	2145	2238	1224	1033	1673	1391	1303	1253	
YPL192C	24	24	72	72	10	12	18	21	26	25	
YPL191C	1298	983	1470	1723	741	774	1161	1161	1015	984	
YPL190C	4564	4966	5307	5980	3589	3681	4205	3502	3807	4361	
YPL189C-A	2490	2135	2882	3293	1956	2074	1828	2469	2055	2114	
YPL189W	233	318	512	367	202	159	339	174	201	194	
YPL188W	9049	6959	8278	7703	5961	6490	7236	8606	6950	6904	
YPL187W	43649	47421	4022	4578	32926	37230	52182	38873	46192	52033	
YPL186C	10339	11072	4704	5171	9849	6912	7169	10657	7221	7478	
YPL185W	43	36	46	31	33	13	23	39	26	15	
YPL184C	3022	3096	5122	5210	2355	2199	3246	2683	2534	2621	
YPL183W-A	1575	1513	1601	1823	1076	1149	1699	1554	1417	1464	
YPL183C	2831	2852	2208	1690	1934	1980	3366	2121	2687	2651	
YPL182C	18	16	14	8	16	10	4	11	13	7	
YPL181W	8292	9668	6189	6533	6171	6892	8929	6404	8190	8256	
YPL180W	3672	3454	2903	2843	2583	2377	3635	3271	3014	2849	
YPL179W	10164	15618	11251	11016	9173	8167	13382	8041	10755	10598	
YPL178W	3593	3068	2688	3020	2433	2437	3441	3106	2934	2818	
YPL177C	8828	8585	6324	5619	6342	7268	10052	7819	7118	7470	
YPL176C	4407	3609	6038	6747	2872	2697	3774	3980	3235	3087	
YPL175W	2148	2052	2462	2544	1585	1457	2412	2051	1827	1678	
YPL174C	2767	2752	2899	2571	1835	1573	2721	2359	2195	2038	
YPL173W	2251	2172	1848	2112	1476	1410	2422	2082	1929	1945	
YPL172C	1264	1565	1717	1795	1080	960	1322	1334	1111	1067	
YPL171C	1239	1214	1854	2644	857	856	1058	1359	1109	1334	
